journal,label
Southeastern Archaeology,0
Southeastern Europe,0
Southeastern Geographer,0
Southern African Humanities,0
Southern African Journal of Entrepreneurship and Small Business Management,0
Southern African Journal of Environmental Education,0
Southern African Journal of Social Work and Social Development,0
Southern African Linguistics and Applied Language Studies,0
Southern California Law Review,0
Southern Communication Journal,0
Southern Cultures,0
Southern Economic Journal,0
Southern Energy Construction,0
Southern Humanities Review,0
Southern Journal for Contemporary History,0
Southern Journal of Philosophy,0
Southern Literary Journal,0
Southern Power System Technology,0
Southern Semiotic Review,0
Southwestern Historical Quarterly,0
Soviet and Post Soviet Review,0
Soviet and Post-Soviet Politics and Society,0
Sovremennaa Terapia Psihiceskih Rasstrojstv,0
Soziale Welt,0
Space and Culture,0
"Space and Culture, India",0
Space and Polity,0
Space Communications,0
Space Policy,0
Space Research Today,0
Space: Science and Technology (United States),0
SPAFA Journal,0
Spagna Contemporanea,0
SPAL,0
Spanish in Context,0
Spanish Journal of Marketing - ESIC,0
Spanish Journal of Psychology,0
Spanish Review of Financial Economics,0
Spatial and Spatio-temporal Epidemiology,0
Spatial Cognition and Computation,0
Spatial Economic Analysis,0
Spatial Information Research,0
Spatial Practices,0
Spatial Statistics,0
Spatium,0
SPE Drilling and Completion,0
SPE Economics and Management,0
SPE Polymers,0
"SPE Projects, Facilities and Construction",0
Special Matrices,0
Special Topics and Reviews in Porous Media,0
Specialusis Ugdymas,0
Specijalna Edukacija i Rehabilitacija,0
Specula. Revista de Humanidades y Espiritualidad,0
Speculum,0
Speech Communication,0
"Speech, Language and Hearing",0
Spenser Studies,0
SPIE Reviews,0
Spiegel der Letteren,0
SPIN,0
Spinal Cord,0
Spinal Cord Series and Cases,0
Spinnovation,0
Spirale,0
Spiritual Psychology and Counseling,0
Spirituality in Clinical Practice,0
Spirituality Studies,0
Spiritus,0
Spool,0
Spore,0
Sport History Review,0
Sport i Turystyka,0
Sport in History,0
Sport in Society,0
Sport Management Education Journal,0
Sport Management Review,0
Sport Marketing Quarterly,0
Sport Psychologist,0
Sport und Gesellschaft,0
"Sport, Business and Management: An International Journal",0
"Sport, Education and Society",0
"Sport, Ethics and Philosophy",0
"Sport, Exercise, and Performance Psychology",0
Sporting Traditions,0
Sports Coaching Review,0
Sports Engineering,0
Sports Medicine Standards and Malpractice Reporter,0
Sports Technology,0
Sprawozdania Archeologiczne,0
Springer Aerospace Technology,0
Springer Briefs in Education,0
Springer Geography,0
Springer INdAM Series,0
Springer International Handbooks of Education,0
Springer Monographs in Mathematics,0
Springer Series in Operations Research and Financial Engineering,1
Springer Series on Demographic Methods and Population Analysis,0
SpringerBriefs in Applied Sciences and Technology,0
SpringerBriefs in Applied Sciences and Technology: Nanoscience and Nanotechnology,0
SpringerBriefs in Applied Sciences and Technology: Nanotheranostics,0
SpringerBriefs in Archaeology,0
SpringerBriefs in Architectural Design and Technology,0
SpringerBriefs in Computer Science,0
SpringerBriefs in Ethics,0
SpringerBriefs in History of Science and Technology,0
SpringerBriefs in Linguistics,0
SpringerBriefs in Materials,0
SpringerBriefs in Mathematical Physics,0
SpringerBriefs in Mathematics,0
SpringerBriefs in Open and Distance Education,0
SpringerBriefs in Petroleum Geoscience and Engineering,0
SpringerBriefs in Philosophy,0
SpringerBriefs in Probability and Mathematical Statistics,1
SpringerBriefs in Regional Science,0
SpringerBriefs in Religious Studies,0
SpringerBriefs in Speech Technology,0
SpringerBriefs on Key Thinkers in Education,0
Springer Optimization and Its Applications,0
Springer Proceedings in Advanced Robotics,0
Springer Proceedings in Complexity,0
Springer Proceedings in Mathematics and Statistics,0
Springer Series in Advanced Manufacturing,0
Springer Series in Advanced Microelectronics,0
Springer Series in Biomaterials Science and Engineering,0
Springer Series in Design and Innovation,0
Springer Series in Geomechanics and Geoengineering,0
Springer Series in Reliability Engineering,0
Springer Series in Supply Chain Management,0
Springer Series in Cultural Computing,0
Springer Topics in Signal Processing,0
Springer Tracts in Additive Manufacturing,0
Springer Tracts in Advanced Robotics,0
Springer Tracts in Civil Engineering,0
Springer Tracts in Mechanical Engineering,0
Springer Tracts on Transportation and Traffic,0
Srednie Veka,0
Sri Lanka Journal of Social Sciences,0
Sriwijaya Law Review,0
SSM - Mental Health,0
SSM - Population Health,0
SSM - Qualitative Research in Health,0
SSRG International Journal of Civil Engineering,0
SSRG International Journal of Electrical and Electronics Engineering,0
SSRG International Journal of Electronics and Communication Engineering,0
SSRG International Journal of Mechanical Engineering,0
St Andrews Studies in Reformation History,0
St Antony's Series,0
St. Petersburg Mathematical Journal,0
St. Petersburg State Polytechnical University Journal: Physics and Mathematics,0
Stability,0
Stand,0
Standardization News,0
Stanford Journal of International Law,0
Stanford Law Review,0
Stanislavski Studies,0
Staps,0
STAR Protocols,0
Starobulgarska Literatura,0
Stasis,0
Stat,0
Stata Journal,0
State and Local Government Review,0
State Crime Journal,0
State Politics and Policy Quarterly,0
Static and Dynamic Game Theory: Foundations and Applications,0
Statistica,0
Statistica Applicata,0
Statistica e Applicazioni,0
Statistica Neerlandica,0
Statistica Sinica,0
Statistical Analysis and Data Mining,1
Statistical Applications in Genetics and Molecular Biology,1
Statistical Inference for Stochastic Processes,1
Statistical Journal of the IAOS,1
Statistical Methodology,1
Statistical Methods and Applications,0
Statistical Methods in Medical Research,0
Statistical Papers,0
Statistical Science,0
Statistical Theory and Related Fields,0
Statistics,0
Statistics and Applications,0
Statistics and Computing,0
Statistics and its Interface,0
Statistics and Probability Letters,0
Statistics and Public Policy,0
Statistics and Risk Modeling,0
Statistics Education Research Journal,0
Statistics in Biopharmaceutical Research,0
Statistics in Biosciences,0
Statistics in Medicine,0
Statistics in Transition New Series,0
Statistics Surveys,0
"Statistics, Optimization and Information Computing",0
"Statistics, Politics and Policy",0
Statistika,0
Statisztikai Szemle,0
Stats,0
Statute Law Review,0
"STEAM-H: Science, Technology, Engineering, Agriculture, Mathematics and Health",0
Steel and Composite Structures,0
Steel Construction,0
Steinbeck Review,0
Stellenbosch Papers in Linguistics Plus,0
Stem Cell Research Journal,0
STEM Education,0
Stigma and Health,0
Stochastic Analysis and Applications,1
Stochastic Environmental Research and Risk Assessment,0
Stochastic Modelling and Computational Sciences,1
Stochastic Models,1
Stochastic Processes and their Applications,1
Stochastic Systems,1
Stochastics,1
Stochastics and Dynamics,1
Stochastics and Quality Control,1
"Storytelling, Self, Society",0
Strad,0
Strain,0
Strata,0
Strategic Analysis,1
Strategic Change,1
Strategic Comments,0
Strategic Design Research Journal,1
Strategic Direction,1
Strategic Entrepreneurship Journal,1
Strategic Management Journal,1
Strategic Management Review,1
Strategic Organization,1
Strategic Outsourcing,1
Strategic Survey,1
Strategies,1
Strategy and Leadership,1
Strategy Science,1
Stred,0
Street Art and Urban Creativity,0
Strenae,0
Strength of Materials,0
"Strength, Fracture and Complexity",0
Stress,0
Stress and Health,0
Strides in Development of Medical Education Journal,0
String Research Journal,0
Strojnicky Casopis,0
Strojniski Vestnik/Journal of Mechanical Engineering,0
Structural and Multidisciplinary Optimization,0
Structural Change and Economic Dynamics,0
Structural Concrete,0
Structural Control and Health Monitoring,0
Structural Design of Tall and Special Buildings,0
Structural Engineer,0
Structural Engineering and Mechanics,0
Structural Engineering International,0
Structural Engineering/Earthquake Engineering,0
Structural Equation Modeling,0
Structural Health Monitoring,0
Structural Integrity,0
Structural Integrity and Life,0
Structural Monitoring and Maintenance,0
Structural Safety,0
Structural Survey,0
Structure and Infrastructure Engineering,0
Structures,0
Student Success,0
Studi AISV,0
Studi di Estetica,0
Studi e Problemi di Critica Testuale,0
Studi e Saggi Linguistici,0
Studi Emigrazione,0
Studi Francesi,0
Studi Ispanici,0
Studi Lockiani,0
Studi Medievali,0
Studi Pasoliniani,0
Studi Piemontesi,0
Studi Rinascimentali,0
Studi Slavistici,0
Studi Storici,0
Studi Veronesi,0
Studia Academica Sumenensia,0
Studia Anglica Posnaniensia,0
Studia Antiqua et Archaeologica,0
Studia Biblica Slovaca,0
Studia Canonica,0
Studia Celtica,0
Studia Ceranea,0
Studia Ecologiae et Bioethicae,0
Studia et Documenta,0
Studia Ethnologica Croatica,0
Studia Fennica Folkloristica,0
Studia Fennica Historica,0
Studia Fennica Linguistica,0
Studia Fennica Litteraria,0
Studia Geotechnica et Mechanica,0
Studia Gilsoniana,0
Studia Hegeliana,0
Studia Hercynia,0
Studia Historiae Oeconomicae,0
Studia Historiae Scientiarum,0
Studia Historica Brunensia,0
Studia Historica Slovenica,0
"Studia Historica, Historia Medieval",0
Studia Historica: Historia Contemporanea,0
Studia Imagologica,0
Studia in Veteris Testamenti Pseudepigrapha,0
Studia Iranica,0
Studia Islamica,0
Studia Islamika,0
Studia Iuridica Cassoviensia,0
Studia Iuridica Lublinensia,0
Studia Iuridica Toruniensia,0
Studia Judaeoslavica,0
Studia Judaica,0
Studia Leibnitiana,0
Studia Linguistica,0
Studia Linguistica Universitatis Iagellonicae Cracoviensis,0
Studia Litteraria et Historica,0
Studia Litterarum,0
Studia Liturgica,0
Studia Logica,0
Studia Mathematica,0
Studia Metrica et Poetica,0
Studia Mythologica Slavica,0
Studia Neoaristotelica,0
Studia Neophilologica,0
Studia Orientalia Slovaca,0
Studia Phaenomenologica,0
Studia Poliana,0
Studia Politica,0
Studia Polonijne,0
Studia Post Biblica,0
Studia Psychologica,0
Studia Religiosa Rossica,0
Studia Romanica et Anglica Zagrabiensia,0
Studia Romanica Posnaniensia,0
Studia Rosenthaliana,0
Studia Rudolphina,0
Studia Semiotyczne,0
Studia Semitica Neerlandica,0
Studia Slavica (Czech Republic),0
Studia Slavica et Balcanica Petropolitana,0
Studia Sportiva,0
Studia Theologica,0
Studia Theologica - Nordic Journal of Theology,0
Studia Universitatis Babes-Bolyai Mathematica,0
Studia Universitatis Babes-Bolyai Sociologia,0
Studia Universitatis Babes-Bolyai Theologia Reformata Transylvanica,0
Studia Universitatis Hereditati,0
"Studia Universitatis Vasile Goldis Arad, Economics Series",0
Studia Warminskie,0
Studia z Prawa Wyznaniowego,0
Studien und Texte zur Geistesgeschichte des Mittelalters,0
Studien zur Deutschen Sprache und Literatur,0
Studien zur interkulturellen Philosophie/Studies in Intercultural Philosophy/Etudes de philosophie interculturelle,0
Studien zur Osterreichischen Philosophie,0
Studien zur Romanischen Sprachwissenschaft und Interkulturellen Kommunikation,0
Studies About Languages,0
Studies in African Languages and Cultures,0
Studies in African Linguistics,0
Studies in Agricultural Economics,0
Studies in American Fiction,0
Studies in American Humor,0
Studies in American Indian Literatures,0
Studies in American Jewish Literature,0
Studies in American Political Development,0
Studies in Ancient Art and Civilization,0
Studies in Ancient Medicine,0
Studies in Applied Electromagnetics and Mechanics,0
Studies in Applied Mathematics,0
"Studies in Applied Philosophy, Epistemology and Rational Ethics",0
Studies in Art and Materiality,0
Studies in Art Education,0
"Studies in Art, Heritage, Law and the Market",0
Studies in Big Data,1
Studies in Computational Intelligence,1
"Studies in Classification, Data Analysis, and Knowledge Organization",1
Studies in Computational Mathematics,1
Studies in Eighteenth Century Culture,0
Studies in Engineering Education,1
Studies in English Language and Education,0
Studies in Environmental Humanities,0
"Studies in Ethics, Law, and Technology",1
Studies in Ethnicity and Nationalism,0
Studies in EU External Relations,0
Studies in European Cinema,0
Studies in European Economic Law and Regulation,0
Studies in Family Planning,0
Studies in French Cinema,0
Studies in Functional and Structural Linguistics,0
Studies in Fuzziness and Soft Computing,1
Studies in Gender and Sexuality,0
Studies in German Idealism,0
Studies in Global Justice,0
Studies in Global Slavery,0
Studies in Global Social History,0
Studies in Graduate and Postdoctoral Education,0
Studies in Health Technology and Informatics,1
Studies in Hispanic Cinemas,0
Studies in History,0
Studies in History and Philosophy of Science,0
Studies in History and Philosophy of Science (The Netherlands),0
Studies in History and Philosophy of Science Part B - Studies in History and Philosophy of Modern Physics,0
Studies in History and Philosophy of Science Part C :Studies in History and Philosophy of Biological and Biomedical Sciences,0
Studies in Humanism and Atheism,0
Studies in Iconography,0
Studies in Inclusive Education,0
Studies in Indian Politics,0
Studies in Informatics and Control,1
Studies in Information,1
Studies in Intercultural Human Rights,0
Studies in Intermediality,0
Studies in International Criminal Law,0
Studies in International Minority and Group Rights,0
Studies in Interreligious Dialogue,0
Studies in Iranian Politics,0
Studies in Islamic Ethics,0
Studies in Islamic Law and Society,0
Studies in Jewish History and Culture,0
Studies in Language,0
Studies in Language and Social Interaction,0
Studies in Language Companion Series,0
Studies in Language Variation,0
"Studies in Language, Culture and Society",0
Studies in Late Antiquity,0
Studies in Latin American Popular Culture,0
Studies in Law Politics and Society,0
Studies in Linguistics and Philosophy,0
"Studies in Linguistics, Culture and FLT",0
"Studies in Logic, Grammar and Rhetoric",0
Studies in Managerial and Financial Accounting,0
"Studies in Mechanobiology, Tissue Engineering and Biomaterials",0
Studies in Media and Communication,0
Studies in Medieval and Reformation Traditions,0
Studies in Microeconomics,0
Studies in Moral Philosophy,0
Studies in Musical Theatre,0
"Studies in Mysticism, Idealism, and Phenomenology",0
Studies in Narrative,0
Studies in Natural Language and Linguistic Theory,0
Studies in Netherlandish Art and Cultural History,0
Studies in Nonlinear Dynamics and Econometrics,0
Studies in Peoples History,0
Studies in Persian Cultural History,0
Studies in Philo of Alexandria,0
Studies in Philology,0
Studies in Philosophy and Education,0
"Studies in Platonism, Neoplatonism, and the Platonic Tradition",0
Studies in Polish Linguistics,0
Studies in Political Economy,0
Studies in Pragmatics,0
Studies in Public and Non-Profit Governance,0
Studies in Public Choice,0
Studies in Qualitative Methodology,0
Studies in Reformed Theology,0
Studies in Regional Science,0
Studies in Religion and the Arts,0
"Studies in Religion, Secular Beliefs and Human Rights",0
Studies in Religion-Sciences Religieuses,0
Studies in Romanticism,0
Studies in Russian and Soviet Cinema,0
Studies in Science Education,1
Studies in Second Language Acquisition,0
Studies in Second Language Learning and Teaching,0
Studies in Semitic Languages and Linguistics,0
Studies in Slavic and General Linguistics,0
Studies in Slavic Literature and Poetics,0
Studies in Social Justice,1
Studies in Somaesthetics,0
Studies in South Asian Film and Media,0
Studies in Space Law,1
Studies in Space Policy,1
Studies in Spanish and Latin American Cinemas,0
Studies in Symbolic Interaction,0
Studies in Systematic Theology,0
"Studies in Systems, Decision and Control",1
Studies in Territorial and Cultural Diversity Governance,1
Studies in the Age of Chaucer,0
Studies in the Aramaic Interpretation of Scripture,0
Studies in the Archaeology and History of the Levant,0
Studies in the Development of Accounting Thought,0
Studies in the Education of Adults,1
Studies in the Fantastic,0
Studies in the History and Society of the Maghreb,0
Studies in the History of Chinese Texts,0
Studies in the History of Christian Traditions,0
Studies in the History of Christianity in East Asia,0
Studies in the History of Collecting and Art Markets,0
Studies in the History of Gardens and Designed Landscapes,0
Studies in the History of Law and Justice,1
Studies in the History of Philosophy,1
Studies in the History of Philosophy of Mind,1
Studies in the History of Political Thought,1
Studies in the Literary Imagination,0
Studies in the Novel,0
Studies in the Philosophy of Sociality,1
Studies in the Political Economy of Public Policy,1
Studies in Theatre and Performance,0
"Studies in Theoretical and Applied Statistics, Selected Papers of the Statistical Societies",1
Studies in Theoretical Psycholinguistics,0
Studies in Travel Writing,0
Studies in Universal Logic,0
Studies in World Christianity,0
Studies in World Literature,0
Studies in Writing,0
Studies of Jews in Society,0
Studies of Religion in Africa,0
Studies of Transition States and Societies,0
Studies on East Asian Religions,0
"Studies on Entrepreneurship, Structural Change and Industrial Dynamics",0
Studies on Ethno-Medicine,0
Studies on Modern East Asian History,0
Studies on Performing Arts and Literature of the Islamicate World,0
Studies on Russian Economic Development,0
Studies on Sufism,0
Studies on the Children of Abraham,0
"Studies on the Interaction of Art, Thought and Power",0
Studies on the Law of Treaties,0
Studies on the Texts of the Desert of Judah,0
Studies on Voltaire and the Eighteenth Century,0
Studii de Istoria si Teoria Arhitecturii,0
Studii de Preistorie,0
"Studii si Cercetari Fliologice, Seria Limbi Romanice",0
Study Abroad Research in Second Language Acquisition and International Education,0
Study of Time,0
Studying Teacher Education,0
STUF - Language Typology and Universals,0
STUF - Sprachtypologie und Universalienforschung,0
Style,0
Subjectivity,0
Sub-Stance,0
Substance Use and Misuse,0
Substantia,0
Substantive Justice International Journal of Law,0
Sudosteuropa,0
Sugar Industry International,0
Suicide and Life-Threatening Behavior,0
Supply Chain Analytics,1
Supply Chain Forum,1
Supply Chain Management,1
Support for Learning,0
Supreme Court Review,0
Sur,0
Suranaree Journal of Science and Technology,0
Suranaree Journal of Social Science,0
Surface Engineering and Applied Electrochemistry,0
Surgery Open Digestive Advance,0
Surveillance and Society,0
Survey Methodology,0
Survey Research Methods,0
Survey Review,0
Surveys in Mathematics and its Applications,0
Surveys in Operations Research and Management Science,1
Survival,0
Sustainability,1
Sustainability (Switzerland),1
"Sustainability Accounting, Management and Policy Journal",1
Sustainability and Climate Change,1
Sustainability in Debate,1
Sustainability Science,1
Sustainability Science and Engineering,0
"Sustainability: Science, Practice, and Policy",0
Sustainable and Resilient Infrastructure,0
Sustainable Aviation,0
Sustainable Business,0
Sustainable Cities and Society,0
Sustainable Civil Infrastructures,0
Sustainable Computing: Informatics and Systems,0
Sustainable Development,0
"Sustainable Energy, Grids and Networks",0
Sustainable Engineering and Innovation,0
Sustainable Finance,0
Sustainable Futures,0
Sustainable Marine Structures,0
Sustainable Materials and Technologies,0
Sustainable Mediterranean Construction,0
Sustainable Multilingualism,0
Sustainable Operations and Computers,0
Sustainable Production and Consumption,0
"Sustainable Production, Life Cycle Engineering and Management",0
Sustainable Structures,0
Sustainable Technology and Entrepreneurship,0
SUT Journal of Mathematics,0
Suvannabhumi: Multidisciplinary Journal of Southeast Asian Studies,0
Suvremena Lingvistika,0
Svetsaren,0
SVMMA,0
Swarm and Evolutionary Computation,0
Swarm Intelligence,0
SWE Magazine,0
Swedish Journal of Romanian Studies,0
Swiatowit,0
"Swiss Archives of Neurology, Psychiatry and Psychotherapy",0
Swiss Journal of Economics and Statistics,0
Swiss Journal of Sociology,0
Swiss Political Science Review,0
Syariah: Jurnal Hukum dan Pemikiran,0
Sydney Law Review,0
Symbolae Osloenses,0
Symbolic Interaction,0
Symmetry,0
"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)",0
Symmetry: Culture and Science,0
Symposion,0
Symposium - Quarterly Journal in Modern Literatures,0
Synapse,0
Synergies Afrique des Grands Lacs,0
Synergies Europe,0
Syntax and Semantics,0
Synthese,0
Synthese Library,0
Synthesiology,0
Synthesis Lectures on Antennas,0
Synthesis Lectures on Artificial Intelligence and Machine Learning,1
Synthesis Lectures on Biomedical Engineering,0
Synthesis Lectures on Communication Networks,0
Synthesis Lectures on Communications,0
Synthesis Lectures on Computational Electromagnetics,0
Synthesis Lectures on Computer Architecture,0
Synthesis Lectures on Computer Graphics and Animation,0
Synthesis Lectures on Computer Science,0
Synthesis Lectures on Digital Circuits and Systems,0
Synthesis Lectures on Electrical Engineering,0
Synthesis Lectures on Engineering,0
"Synthesis Lectures on Engineers, Technology, and Society",0
Synthesis Lectures on Human Language Technologies,0
"Synthesis Lectures on Image, Video, and Multimedia Processing",0
"Synthesis Lectures on Information Concepts, Retrieval, and Services",0
Synthesis Lectures on Mathematics and Statistics,0
Synthesis Lectures on Mobile and Pervasive Computing,0
Synthesis Lectures on Power Electronics,0
Synthesis Lectures on Signal Processing,0
Synthesis Lectures on Speech and Audio Processing,0
"Synthesis Lectures on Technology, Management and Entrepreneurship",0
Synthesis Lectures on the Semantic Web: Theory and Technology,0
Synthesis Philosophica,0
Synthetic and Systems Biotechnology,0
Synthetic Biology,0
Synthetic Metals,0
Syria,0
System,0
System Dynamics Review,0
Systemes d'Information et Management,0
Systemic Practice and Action Research,0
Systems,0
Systems and Control Letters,0
Systems and Control: Foundations and Applications,0
Systems and Soft Computing,0
Systems Engineering,0
Systems Research and Behavioral Science,0
Systems Research Forum,0
Systems Science,0
Systems Science and Control Engineering,0
Systemy Logistyczne Wojsk,0
Szociologiai Szemle,0
T and D,0
Tabano,0
Tabularia,0
Taida Journal of Art History,0
Taiwan Economic Review,0
Taiwan International ESP Journal,0
Taiwan Journal of Anthropology,0
Taiwan Journal of East Asian Studies,0
Taiwan Journal of Linguistics,0
Taiwan Journal of TESOL,0
Taiwanese Journal of Mathematics,0
Taiwanese Political Science Review,0
Talent Development and Excellence,0
Talia Dixit,0
TalTech Journal of European Studies,0
Tamkang Journal of International Affairs,0
Tamkang Journal of Mathematics,0
Tamkang Journal of Science and Engineering,0
Tamkang Review,0
Tamsui Oxford Journal of Information and Mathematical Sciences,0
Tamsui Oxford Journal of Mathematical Sciences,0
TANAP Monographs on the History of Asian-European Interaction,0
T'ang Studies,0
Tanz,0
TAPA,0
Tappi Journal,0
"Tapuya: Latin American Science, Technology and Society",1
Task-Based Language Teaching,0
Tatra Mountains Mathematical Publications,0
Tax Policy and the Economy,0
TDR - The Drama Review - A Journal of Performance Studies,0
Teacher Development,0
Teacher Education and Special Education,0
Teacher Educator,0
Teachers and Teaching: Theory and Practice,0
Teachers College Record,0
Teaching and Learning in Medicine,0
Teaching and Learning Inquiry,0
Teaching and Teacher Education,0
Teaching Artist Journal,0
Teaching Education,0
Teaching English Language,0
Teaching English with Technology,0
Teaching Exceptional Children,0
Teaching Geography,0
Teaching in Higher Education,0
Teaching Mathematics and its Applications,0
Teaching of Mathematics,0
Teaching of Psychology,0
Teaching Philosophy,0
Teaching Public Administration,0
Teaching Sociology,0
Teaching Statistics,0
Teaching Theology and Religion,0
Team Performance Management,0
Teanga,0
Technai,0
TECHNE,0
Techne: Research in Philosophy and Technology,0
Technical and Vocational Education and Training,0
Technical Communication,0
Technical Communication Quarterly,0
Technical Electrodynamics,0
Technical Services Quarterly,0
Technics Technologies Education Management,0
Technische Mechanik,0
Technisches Messen,0
"TECHNO Review. International Technology, Science and Society Review / Revista Internacional de Tecnologia, Ciencia y Sociedad",0
Technoetic Arts,0
Technological and Economic Development of Economy,0
Technological Forecasting and Social Change,0
Technological Sustainability,0
Technologies,0
Technology Analysis and Strategic Management,0
Technology and Change in History,0
Technology and Culture,0
Technology and Disability,0
Technology and Economics of Smart Grids and Sustainable Energy,0
Technology and Health Care,0
Technology and Language,0
Technology Architecture and Design,0
Technology Audit and Production Reserves,0
Technology in Language Teaching and Learning,0
Technology in Society,0
Technology Innovation Entrepreneurship and Competitive Strategy,0
Technology Innovation Management Review,0
Technology Review,0
"Technology, Mind, and Behavior",0
"Technology, Pedagogy and Education",0
Technometrics,0
Technovation,0
TechTrends,0
Tecnoscienza,0
Teflin Journal,0
Tehnicki Glasnik,0
Teknomekanik,0
"Tekst, Kniga, Knigoizdaniye",0
Tekstil ve Konfeksiyon,0
Teksty Drugie,0
Tel Aviv,0
Telecom,0
Telecommunication Journal of Australia,0
Telecommunication Systems,0
Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika),0
Telecommunications Policy,0
Telematics and Informatics,0
Telematics and Informatics Reports,0
Telemedicine Reports,0
Television and New Media,0
Television Quarterly,0
Telfor Journal,0
Telkomnika (Telecommunication Computing Electronics and Control),0
Telos,0
TEM Journal,0
"TeMA Journal of Land Use, Mobility and Environment",0
Temas en Psicologia,0
Temas Medievales,0
Temenos,0
Temes de Disseny,0
Temple Law Review,0
Tempo (United Kingdom),0
Tempo Social,0
Temps des Medias,0
Teologia y Vida,0
Teologicka Reflexe,0
Teorema,0
Teoria y Derecho,0
Teorie Vedy / Theory of Science,0
Teorija in Praksa,0
Teosofi: Jurnal Tasawuf dan Pemikiran Islam,0
Terminology,0
Terminology and Lexicography Research and Practice,0
Terra Economicus,0
Terra Linguistica,0
Terra Sebus,0
Terrae Incognitae,0
Terrain,0
Territorio,0
"Territory, Politics, Governance",0
Terrorism and Political Violence,0
Tertiary Education and Management,0
Teruleti Statisztika,0
TESL-EJ,0
TESOL in Context,0
TESOL International Journal,0
TESOL Journal,0
TESOL Quarterly,0
Test,0
Test Engineering and Management,0
Tetsugaku Companions to Japanese Philosophy,0
Texas Law Review,0
Texas Transportation Researcher,0
Texas Water Journal,0
Text,0
Text (Australia),0
Text and Performance Quarterly,0
Text and Talk,0
Text Matters,0
Text und Kritik,0
Textbooks in Telecommunications Engineering,0
Textile and Leather Review,0
Textile Asia,0
Textile History,0
Textile Magazine,0
Textile Museum Journal,0
Textile Outlook International,0
Textile Progress,0
Textile View Magazine,0
Textile View2 Magazine,0
Textile: The Journal of Cloth and Culture,0
Textiles Eastern Europe,0
Textiles South East Asia,0
Textiles Trends,0
Texto e Contexto Enfermagem,0
Texts and Editions for New Testament Study,0
Texts and Studies in Eastern Christianity,0
Texts and Studies on the Qur'an,0
Textual History of the Bible,0
Textual Practice,0
Textus,0
Textxet: Studies in Comparative Literature,0
Thai Journal of Mathematics,0
Thailand and the World Economy,0
Thailand Statistician,0
Thammasat Review,0
The Lancet Child and Adolescent Health,0
The Lancet Digital Health,0
The Lancet Healthy Longevity,0
The Lancet Planetary Health,0
The Lancet Psychiatry,0
The Language of Education,0
The OECD observer. Organisation for Economic Co-operation and Development,0
Theater,0
Theatre and Performance Design,0
Theatre History Studies,0
Theatre Journal,0
Theatre Notebook,0
Theatre Research in Canada-Recherches Theatrales au Canada,0
Theatre Research International,0
Theatre Survey,0
"Theatre, Dance and Performance Training",0
Theleme,0
Themes in Biblical Narrative,0
Themes in Islamic Studies,0
Themes in Theatre,0
TheoLogica,0
Theologica Xaveriana,0
Theological Studies,0
Theologische Literaturzeitung,0
Theologische Rundschau,0
Theology,0
Theology and Mission in World Christianity,0
Theology and Science,0
Theology and Sexuality,0
Theology in Practice,0
Theology Today,0
TheoRemes,0
Theoretical and Applied Fracture Mechanics,0
Theoretical and Applied Mechanics Japan,0
Theoretical and Applied Mechanics Letters,0
Theoretical and Computational Fluid Dynamics,0
Theoretical and Empirical Researches in Urban Management,0
Theoretical and Mathematical Physics (Russian Federation),0
Theoretical and Mathematical Physics (United States),0
Theoretical and Practical Research in the Economic Fields,0
Theoretical Biology and Medical Modelling,0
Theoretical Computer Science,0
Theoretical Criminology,0
Theoretical Economics,0
Theoretical Inquiries in Law,0
Theoretical Issues in Ergonomics Science,0
Theoretical Linguistics,0
Theoria,0
Theoria et Historia Scientiarum,0
"Theories, Concepts and Practices of Democracy",0
Theory and Applications of Categories,0
Theory and Applications of Graphs,0
Theory and Applications of Transport in Porous Media,0
Theory and Decision,0
Theory and Event,0
Theory and Practice in Language Studies,0
Theory and Practice of Legislation,0
Theory and Practice of Logic Programming,0
Theory and Practice of Public International Law,0
Theory and Practice of Second Language Acquisition,0
Theory and Psychology,0
Theory and Research in Education,0
Theory and Research in Social Education,0
Theory and Society,0
Theory in Biosciences,0
Theory into Practice,0
Theory Now,0
Theory of Computing,0
Theory of Computing Systems,0
Theory of Probability and its Applications,0
Theory of Probability and Mathematical Statistics,0
Theory of Stochastic Processes,0
Theory Workshop,0
"Theory, Culture and Society",0
Therapeutic Advances in Neurological Disorders,0
Therapeutic Communities,0
Therapeutics and Clinical Risk Management,0
Thermo,0
Thermophysics and Aeromechanics,0
Thesis Eleven,0
Think (UK),0
Thinking and Reasoning,0
Thinking Gender in Transnational Times,0
Thinking in Extremes,0
Thinking Skills and Creativity,0
Thin-Walled Structures,0
Third Text,0
Third World Quarterly,0
Thirdspace,0
Thomas Wolfe Review,0
Thomist,0
Thought,0
Thunderbird International Business Review,1
Thyroid Research,0
ThyssenKrupp techforum,0
Tidsskrift for Samfunnsforskning,0
Tijdschrift van de Koninklijke Vereniging voor Nederlandse Muziekgeschiedenis,0
Tijdschrift Voor Economische en Sociale Geografie,0
Tijdschrift voor Filosofie,0
Tijdschrift Voor Nederlandse Taal-en Letterkunde,0
Tijdschrift voor Theologie,0
Tikrit Journal of Engineering Sciences,0
Tilburg Law Review,0
Time and Mind,0
Time and Society,0
"Time, Astronomy, and Calendars",0
