Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Titles Discontinued by Scopus Due to Quality Issues,Article Language in Source (Three-Letter ISO Language Codes),Medline-sourced Title? (See additional details under separate tab.),Open Access Status,Articles in Press Included?,Added to List Jul. 2025,Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Publisher,Publisher Imprints Grouped to Main Publisher,All Science Journal Classification Codes (ASJC),"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
21100389313,Transactions on Emerging Telecommunications Technologies,21615748,21613915,Active,2012-2025,,ENG,,,,,Journal,Formerly known as,European Transactions on Telecommunications,,,,John Wiley and Sons Ltd,John Wiley & Sons,2208,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101152622,Transactions on Energy Systems and Engineering Applications,,27450120,Active,2020-2025,,ENG; SPA,,Unpaywall Open Access,,,Journal,,,,,,Universidad Tecnologica de Bolivar,Universidad Tecnologica de Bolivar,2208; 2105; 2101; 2102,,,Physical Sciences,,,,,,,,,,,,,Energy ,Engineering ,,,,,,,,,,,,,,
21101260644,Transactions on Fuzzy Sets and Systems,,28210131,Active,2022-2025,,ENG,,,,,Journal,,,,,,Islamic Azad University,Islamic Azad University,2609; 2604; 1802; 1702,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
21101083801,Transactions on Intelligent Welding Manufacturing,25208519,25208527,Active,2018-2024,,ENG,,,,,Book Series,,,,,,Springer Verlag,Springer Nature,2506; 2211; 2210; 1707; 2209; 2207,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21101278441,Transactions on Machine Learning Research,,28358856,Active,2022-2025,,ENG,,,,,Journal,,,,,,Transactions on Machine Learning Research,Transactions on Machine Learning Research,1707; 1702,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
21100840720,Transactions on Maritime Science,18483305,18483313,Active,2017-2025,,ENG,,,,,Journal,,,,,,Faculty of Maritime Studies,Faculty of Maritime Studies,3308; 2212; 3313; 2312; 2203,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21100935803,Transactions on Transport Sciences,,18029876,Active,2017-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Palacky University in Olomouc,Palacky University in Olomouc,2308; 3202; 3313; 2203; 2205,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,Environmental Science ,,,,,,,,,Psychology ,Social Sciences ,,,
19928,Transcultural Psychiatry,13634615,14617471,Active,1964-2025,,ENG,Medline,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,2738; 3306,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
21100463586,Transcultural Studies,,21916411,Active,2015-2024,,ENG,,,,,Journal,,,,,,Universitaet Heidelberg,Universitaet Heidelberg,1200; 3300,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100197939,Transfer,10242589,19967284,Active,2010-2025; 1995-1997,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,1407; 1410,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
21100464981,Transfers,20454813,20454821,Active,2015-2024,,ENG,,,,,Journal,,,,,,Berghahn Journals,Berghahn,3313,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800172619,Transformation,02653788,17598931,Active,1984-2025,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
27417,Transformation Groups,10834362,1531586X,Active,1997-2025,,ENG,,,Articles in Press,,Journal,,,,,,Birkhauser Boston,Springer Nature,2608; 2602,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101057378,Transformation in Higher Education,24150991,25195638,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,AOSIS (Pty) Ltd,AOSIS (Pty) Ltd,3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
7100153137,Transformations in Business and Economics,16484460,,Active,2006-2025,,ENG,,,,,Journal,,,,,,Vilnius University Press,Vilnius University Press,1406; 3320; 2002; 3301; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
5600153669,Transforming Anthropology,10510559,15487466,Active,2010-2025; 2000; 1990-1994,,ENG,,,,,Journal,,,,,,University of Chicago Press,University of Chicago Press,3314,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101089985,Transforming Communication,27309320,27309339,Inactive,2022; 2017-2020,,ENG,,,,,Book Series,,,,,,Palgrave Macmillan Ltd.,Springer Nature,3310; 1201; 2214; 3315; 3316,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
19200156938,"Transforming Government: People, Process and Policy",17506166,,Active,2007-2025,,ENG,,,Articles in Press,,Journal,,,,,,Emerald Group Publishing Ltd.,Emerald Publishing,1802; 1706; 3321,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,,,,,,,,Social Sciences ,,,
21100873344,Transgender Health,,2380193X,Active,2016-2025,,ENG,,,Articles in Press,,Journal,,,,,,Mary Ann Liebert Inc.,Mary Ann Liebert,2701; 3318,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
21100979259,Transgender Studies Quarterly,23289252,23289260,Active,2019-2025,,ENG,,,,,Journal,,,,,,Duke University Press,Duke University Press,3316; 3318,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
144828,Transition Studies Review,16144007,,Inactive,2005-2022,,ENG,,,,,Journal,,,,,,Springer-Verlag Wien,Springer Nature,3303,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101051701,Transitions: Journal of Transient Migration,23977140,23977159,Active,2019-2025,,ENG,,,Articles in Press,,Journal,,,,,,Intellect Ltd.,Intellect Publishers,3301; 3318; 3316; 3312; 3317,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19700200913,Translation and Interpreting,,18369324,Active,2011-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,University of Western Sydneys,University of Western Sydneys,3310; 1208; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19700200987,Translation and Interpreting Studies,19322798,18762700,Active,2011-2025,,ENG,,,Articles in Press,,Journal,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100904692,Translation and Translanguaging in Multilingual Contexts,23521805,23521813,Active,2019-2025,,ENG,,,,,Journal,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,1208; 3310; 3304; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101166963,Translation Matters,,21844585,Active,2019-2024,,ENG; POR,,,,,Journal,,,,,,University of Porto Faculty of Arts and Humanities,University of Porto Faculty of Arts and Humanities,1208; 1203; 3310,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
16200154715,Translation Review,07374836,,Active,1992-2025; 1978-1989,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100820630,Translation Spaces (The Netherlands),22113711,2211372X,Active,2016-2025,,ENG,,,Articles in Press,,Journal,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,1208; 1203; 3310; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800220705,Translation Studies,14781700,17512921,Active,2008-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101287173,Translation Studies: Theory and Practice,27382699,27382826,Active,2021-2025,,ENG; FRE,,Unpaywall Open Access,,,Journal,,,,,,Yerevan State University Publishing House,Yerevan State University Publishing House,3310,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101053571,"Translation, Cognition and Behavior",25425277,25425285,Active,2018-2025,,ENG,,,Articles in Press,,Journal,,,,,,John Benjamins Publishing Company,John Benjamins Publishing Company,3310; 1203; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100199546,Translational Behavioral Medicine,18696716,16139860,Active,2011-2025,,ENG,Medline,,,,Journal,,,,,,Oxford University Press,Oxford University Press,3202; 2802,Life Sciences,Social Sciences,,,,,,,,,,,,,,,,,,,,,Neuroscience ,,,,Psychology ,,,,
21101089656,Translational Issues in Psychological Science,23322136,23322179,Active,2019-2025,,ENG,,,Articles in Press,,Journal,,,,,,American Psychological Association,American Psychological Association,3201; 3202,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
21100256102,Translational Neurodegeneration,,20479158,Active,2012-2025,,ENG,Medline,Unpaywall Open Access,,,Journal,,,,,,BioMed Central Ltd,Springer Nature,2805; 2804; 2728,Life Sciences,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,Neuroscience ,,,,,,,,
19700188483,Translational Neuroscience,20813856,20816936,Active,2010-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Walter de Gruyter GmbH,Walter de Gruyter,2800,Life Sciences,,,,,,,,,,,,,,,,,,,,,,Neuroscience ,,,,,,,,
19900191866,Translational Psychiatry,,21583188,Active,2011-2025,,ENG,Medline,Unpaywall Open Access,,,Journal,,,,,,Springer Nature,Springer Nature,2804; 2803; 2738,Life Sciences,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,Neuroscience ,,,,,,,,
19400158804,Translational Stroke Research,18684483,1868601X,Active,2010-2025,,ENG,Medline,,Articles in Press,,Journal,,,,,,Springer,Springer Nature,2705; 2800; 2728,Life Sciences,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,Neuroscience ,,,,,,,,
21100827467,Translational Vision Science and Technology,,21642591,Active,2012-2025,,ENG,Medline,Unpaywall Open Access,,,Journal,,,,,,Association for Research in Vision and Ophthalmology Inc.,Association for Research in Vision and Ophthalmology Inc.,2204; 2731,,,Physical Sciences,Health Sciences,,,,,,,,,,,,,Engineering ,,,,,Medicine ,,,,,,,,,
5800207581,Translator,13556509,,Active,1995-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3310; 3315; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101021924,Translocal Chinese: East Asian Perspectives,24522007,24522015,Active,2016-2024,,ENG,,,,,Journal,,,,,,Brill Academic Publishers,Brill,3312; 3314; 1202; 3305; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101043578,Transmodernity,,21541361,Active,2018-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"University of California, Merced","University of California, Merced",1208; 3301; 3314; 3316; 3305,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100200620,Transnational Cinemas,20403526,20403534,Inactive,2015-2018; 2010-2013,,ENG,,,,,Journal,Continued as,Transnational Screens,,,,Taylor and Francis Ltd.,Taylor & Francis,1213; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
100147347,Transnational Corporations,10149562,,Inactive,2015-2022; 2005-2012,,ENG,,,,,Journal,,,,,,UNCTAD United Nations Conference on Trade and Development,UNCTAD United Nations Conference on Trade and Development,3320; 2001; 1401,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100923467,Transnational Corporations Review,19186444,19252099,Active,2009-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Elsevier B.V.,Elsevier,2003; 1403; 3303; 2002,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100269613,Transnational Environmental Law,20471025,20471033,Active,2012-2025,,ENG,,,Articles in Press,,Journal,,,,,,Cambridge University Press,Cambridge University Press,3308; 2308,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21100805791,Transnational Legal Theory,20414005,20414013,Active,2015-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100888595,Transnational Marketing Journal,20414684,20414692,Inactive,2018-2023,,ENG,,,,,Journal,,,,,,Transnational Press London Ltd,Transnational Press London Ltd,3315; 3312; 1406,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101292643,Transnational Migration and Education,,25429779,Active,2021-2023,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100945723,Transnational Screens,25785273,25785265,Active,2020-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Transnational Cinemas,,,,Taylor and Francis Ltd.,Taylor & Francis,1213; 3315,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100914186,TransNav,20836473,20836481,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"Faculty of Navigation, Gdynia Maritime University","Faculty of Navigation, Gdynia Maritime University",2212; 3313; 1910,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
19700190357,Transplant Research and Risk Management,,11791616,Active,2011-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Dove Medical Press Ltd,Dove Medical Press,1804; 2747,,Social Sciences,,Health Sciences,,,,,,,,,Decision Sciences ,,,,,,,,,Medicine ,,,,,,,,,
20799,Transport,16484142,16483480,Active,2002-2025; 1980-1992,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Vilnius Gediminas Technical University,Vilnius Gediminas Technical University,2203; 2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100390382,Transport and Sustainability,20449941,2044995X,Active,2024; 2020-2022; 2014-2018; 2012,,ENG,,,,,Book Series,,,,,,Emerald Group Publishing Ltd.,Emerald Publishing,2308; 3313,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
12400154710,Transport and Telecommunication,14076160,14076179,Active,2008-2025,,ENG; RUS,,Unpaywall Open Access,,,Journal,,,,,,Transport and Telecommunication Institute,Transport and Telecommunication Institute,1706; 2200,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21101307614,Transport Economics and Management,,29498996,Active,2024-2025,,ENG,,,,Added,Journal,,,,,,Elsevier B.V.,Elsevier,3313; 2001; 1409; 1408,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21101239980,Transport Findings,,26520397,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Findings Press,Findings Press,3313; 2205,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
20838,Transport Policy,0967070X,1879310X,Active,1993-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3313; 3305; 3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
98982,Transport Reviews,01441647,14645327,Active,1981-2025,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,3313,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
12388,Transport Theory and Statistical Physics,00411450,15322424,Inactive,1975-2014; 1971-1973,,ENG,,,,,Journal,Continued as,Journal of Computational and Theoretical Transport,,,,Taylor and Francis Ltd.,Taylor & Francis,2604; 3100; 3313; 2610; 3109,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,Physics and Astronomy ,,Social Sciences ,,,
21101053698,Transportation Engineering,,2666691X,Active,2020-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2205; 2210; 2203; 2213; 2202,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100316068,Transportation Geotechnics,,22143912,Active,2014-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2205; 3313; 1909,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
21100810502,Transportation Infrastructure Geotechnology,21967202,21967210,Active,2014-2025,,ENG,,,Articles in Press,,Journal,,,,,,Springer International Publishing,Springer Nature,1909; 3313; 2205; 2305,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,Environmental Science ,,,,,,,,,,Social Sciences ,,,
20869,Transportation Journal,00411612,,Active,1996-2025,,ENG,,,Articles in Press,,Journal,,,,,,John Wiley and Sons Inc,John Wiley & Sons,3313,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100255479,Transportation Letters,19427867,19427875,Active,2009-2025,,ENG,,,Articles in Press,,Journal,,,,,,Maney Publishing,Taylor & Francis,3313,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100943534,Transportation Research Interdisciplinary Perspectives,,25901982,Active,2019-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3313; 2300; 1803; 3322; 3305; 2205; 2203,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,Engineering ,Environmental Science ,,,,,,,,,,Social Sciences ,,,
20891,Transportation Research Part A: Policy and Practice,09658564,,Active,1992-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Transportation Research Part A: General,,,,Elsevier Ltd,Elsevier,1803; 3313; 2202; 2205; 1401,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
20892,Transportation Research Part B: Methodological,01912615,,Active,1979-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3313; 2205,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
20893,Transportation Research Part C: Emerging Technologies,0968090X,,Active,1993-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2205; 1803; 2203; 3313,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
20894,Transportation Research Part D: Transport and Environment,13619209,,Active,1996-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3313; 2300; 2205,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,Environmental Science ,,,,,,,,,,Social Sciences ,,,
20909,Transportation Research Part E: Logistics and Transportation Review,13665545,,Active,1997-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Logistics and Transportation Review,,,,Elsevier Ltd,Elsevier,2205; 3313; 1403,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
20897,Transportation Research Part F: Traffic Psychology and Behaviour,13698478,,Active,1998-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2205; 3313; 3202; 2203,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,Psychology ,Social Sciences ,,,
27418,Transportation Research Record,03611981,21694052,Active,1993-2025; 1974-1990,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,2210; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101073600,Transportation Safety and Environment,26316765,26314428,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Oxford University Press,Oxford University Press,2201; 2213; 2207,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
20910,Transportation Science,00411655,15265447,Active,1995-2025; 1969-1993,,ENG,,,,,Journal,,,,,,INFORMS Institute for Operations Research and the Management Sciences,INFORMS Institute for Operations Research and the Management Sciences,3313; 2205,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
12100154501,Transportmetrica,18128602,,Inactive,2005-2012,,ENG,,,,,Journal,Continued as,Transportmetrica A: Transport Science,,,,Routledge,Taylor & Francis,2200; 3313,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
21100237201,Transportmetrica A: Transport Science,23249935,23249943,Active,2013-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Transportmetrica,,,,Taylor and Francis Inc.,Taylor & Francis,2200; 3313,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
21100241736,Transportmetrica B,21680566,21680582,Active,2013-2025,,ENG,,,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3313; 2611; 1712,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,Mathematics ,,,,,,,Social Sciences ,,,
21100241714,Transsylvania Nostra,18425631,,Active,2013-2024,,ENG; GER; HUN; RUM,,,,,Journal,,,,,,Transsylvania Nostra Foundation,Transsylvania Nostra Foundation,3322; 3302; 1202; 1204; 1206,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19400158596,Transylvanian Review of Administrative Sciences,18422845,,Active,2008-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Universitatea Babes-Bolyai,Universitatea Babes-Bolyai,1408; 3321,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
13124,"Trauma, Violence, and Abuse",15248380,15528324,Active,2000-2025,,ENG,Medline,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,2739; 3202; 3306,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,Psychology ,Social Sciences ,,,
15355,Travail Humain,00411868,,Active,1996-2024; 1972-1993; 1947-1949,,ENG,,,,,Journal,,,,,,Presses Universitaires de France,Presses Universitaires de France,3202; 3200; 3307; 1410,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
17600155046,Travailler,16205340,21025150,Active,2001-2023,,ENG; FRE,,,,,Journal,,,,,,Martin Media,Martin Media,3203; 3207; 3306,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
5800207608,Travaux de Linguistique,00826049,,Active,2024; 2001-2022,,ENG; FRE,,,,,Journal,,,,,,De Boeck Supérieur,De Boeck,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100457099,Travaux Preparatoires of Multilateral Treaties,18759807,,Inactive,2018; 2015; 2008,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3308; 3320; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100316002,Travel Behaviour and Society,2214367X,,Active,2014-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier B.V.,Elsevier,3313; 3305,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101220433,Tre Corone,22835768,24210277,Active,2019-2024,,ENG; ITA,,,,,Journal,,,,,,Fabrizio Serra Editore,Fabrizio Serra Editore srl,1201; 1203; 1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101038829,"Trees, Forests and People",,26667193,Active,2020-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier B.V.,Elsevier,1107; 2308; 2001,Life Sciences,Social Sciences,Physical Sciences,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,,,,
21100298642,Trenchless World,17564093,,Inactive,2013-2014,,ENG,,,,,Journal,,,,,,Aspermont Media,Aspermont Media,1909; 2215,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
20000195069,Trends and Issues in Crime and Criminal Justice,08178542,18362206,Active,2011-2025,,ENG,,,,,Trade Journal,,,,,,Australian Institute of Criminology,Australian Institute of Criminology,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
19700175035,Trends in Bioinformatics,19947941,20772254,Inactive,2010-2018,Discontinued by Scopus,ENG,,,,,Journal,,,,,,Asian Network for Scientific Information,Asian Network for Scientific Information,1703; 1706,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
21100943530,Trends in Classics,18667473,18667481,Active,2009-2025,,ENG,,,,,Journal,,,,,,Walter de Gruyter GmbH,Walter de Gruyter,1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
15359,Trends in Cognitive Sciences,13646613,1879307X,Active,1997-2025,,ENG,Medline,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3206; 3205; 2805,Life Sciences,Social Sciences,,,,,,,,,,,,,,,,,,,,,Neuroscience ,,,,Psychology ,,,,
